,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2695,88382,193816,150269,134894,200144,273222,288480,146941,153058,226054,363445,206425,315386,371894,243070,48046,0,2976,86238,8636,105785,43851,41167,14671,3363,176519,111175,66750,168550,152390,81445,106886,110191,336585,463699,389390,53507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70910,89906,255691,235265,228996,361640,348457,297093,75515,0,0,79078,17542,158097,259066,300750,249609,260308,7007,0,0,0,0,11812,18550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17296,55792,51585,118582,90972,174585,175042,100441,41625,0,0,0,0,0,82863,121875,338835,389015,86308,91675,34371,36855,28359,49957,22664,44660,27562,38425,78703,81656,29765,58945,96187,79652,40605,30925,88792,71296,106078,397453,131917,17003,16816,38765,10476,14121,10570,5097,29601,23636,10945,7218,22582,20554,20250,35050,2789,32765,53460,8542,35085,7488,11613,20273,24773,38812,31640,32484,43042,29707,49875,210105,53507,3738,7394,0,0,0,0,0,0,0,18750,1148,5578,3269,48351,19886,9128,46605,184968,124218,17378,9316,16605,70289,96328,191554,60152,43277,161859,150867,116789,164437,156339,76757,190734,231609,209859,20929,1722,14214,0,9492,42867,9035,2109,14121,15925,41425,29414,25464,48269,18246,16722,5097,44085,29671,19746,8367,10277,35730,141679,22277,110402,24316,50085,32929,52335,55031,56378,16218,14601,33726,38074,79652,79335,35167,71753,39562,26707,6339,25265,4804,16324,27082,26695,9210,1441,21140,17765,42761,17847,52652,38250,23121,29765,52429,77214,95003,36679,20671,14402,13171
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38660,102656,137039,184851,137671,167203,255703,331992,281941,359156,264269,63867,324339,483398,411902,257730,0,0,10746,0,0,0,0,0,106417,164308,95777,59050,137472,223675,119707,87117,160851,304652,411304,472078,322019,109335,30175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30457,53226,75257,274054,246750,267480,359472,303597,139183,0,0,0,0,27656,21222,43089,14976,60492,0,0,0,0,0,92191,69656,91558,0,0,0,0,0,0,0,0,0,0,0,0,0,62929,105304,146132,81011,115277,106007,182753,137660,231691,340359,34804,26519,0,0,0,23250,81152,56144,138808,184324,45351,71261,67757,42539,27585,118371,77625,138222,53812,80226,56402,91394,146777,51105,28710,92671,39878,24597,10476,17191,112160,250605,96187,43886,42058,52664,13453,47296,15960,36597,20085,18925,24421,10558,17472,12304,1535,1054,19406,31230,28253,1535,4125,6914,13722,50613,144292,55816,9304,4992,0,19804,0,3363,25558,56308,0,9609,0,32039,0,0,0,0,1828,0,2496,4886,4992,5367,13429,9410,105714,267199,310207,39445,34945,70570,88898,124546,74683,69281,52464,109746,88582,117105,110531,37828,31488,141550,434941,232312,89343,43980,7195,15656,17660,43125,0,5953,31042,23343,6152,42000,7687,23671,33445,39562,33210,75292,56296,15468,0,25453,36609,23320,42351,70500,17179,31593,142980,70054,34769,28699,12187,28429,26964,55628,44765,45070,62402,67218,7488,6339,46746,14414,13066,17554,20437,11343,4710,15000,16921,26027,24679,12960,49195,36539,17777,51878,101015,71039,157171,31125,27210,99082
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148,0,0,0,0,24562,99726,133617,116273,98625,281660,242660,231972,268054,306703,367171,437191,375128,369093,332378,215988,0,0,0,0,64710,9597,0,0,39457,122625,50027,103359,85289,137132,100875,43125,54210,278917,346523,274605,195468,216914,166570,90785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15175,104648,245050,233882,183937,315339,288316,240914,219316,122109,14226,9503,196628,122671,0,0,0,0,6632,84632,86062,62039,44261,136734,117292,17015,0,0,0,0,0,0,0,0,0,0,0,65707,97335,153445,230589,175183,94980,68554,124570,103382,194695,417585,295921,21046,0,7207,34195,46980,127160,62484,12691,33925,84105,31523,34195,40195,19781,13453,55265,31968,21234,14214,20390,20742,107730,42644,59648,49957,156539,18070,6808,6632,23835,14132,48351,14320,16992,65683,27843,75761,32507,59355,28746,34183,13054,20285,55828,21316,30937,32343,27164,34265,47718,56121,53519,109277,65343,24304,121089,26414,20167,14308,3070,1628,1921,0,0,23718,45960,0,0,0,0,0,0,17027,11250,1921,3363,1242,32964,5179,7406,19289,73757,143660,193511,63328,77613,80671,94546,97218,142546,127265,30257,109218,63562,140085,138972,18070,35425,85195,65109,115078,136136,86097,91253,22300,18445,33152,15000,8449,8167,68097,19031,13734,2777,34734,8367,8929,26707,55125,137460,53402,5566,7593,26226,32484,48503,123550,37910,144527,161753,67898,125835,48972,82347,45515,19875,16980,13546,27199,35355,134707,66386,162210,112652,14800,12480,21714,46406,9222,6632,35343,24703,107847,22875,39503,45480,33140,18070,38531,29882,8449,36480,16886,22875,138808
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48480,140472,94957,31324,123890,60433,67125,102527,220746,119531,77203,111808,240082,211558,154558,289441,274722,303234,310804,329402,292957,272203,108585,0,0,0,49089,174164,32929,0,0,0,75492,86707,138269,305496,164812,61511,67898,95953,210398,346570,225105,100441,146859,123292,196652,27480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30082,147808,281437,228621,207996,313605,277804,329695,385289,183750,209273,233132,183046,0,0,0,0,4125,94886,156949,122976,140390,241910,112007,36445,53894,3082,0,0,0,0,0,0,0,1734,62542,110460,186503,92414,99796,73968,52289,47742,61804,103652,202664,279750,235441,449062,277722,189152,120386,96304,63457,71859,47296,26425,45761,65109,103992,55335,51597,24527,67488,41015,40570,89074,28183,54820,55523,78304,48433,54000,25347,25054,21234,14425,41812,16324,13921,54679,13546,0,16546,21726,12773,48527,151582,89402,55710,9878,10675,35250,34675,25371,152695,146214,99984,97136,39773,27082,32671,32378,27105,69843,38039,24035,94300,12773,0,2109,13757,0,6246,13546,2871,0,0,0,0,0,0,0,19804,34230,1734,5378,8554,34125,36503,8460,32085,109582,18128,21574,18996,24691,135398,252199,296578,92203,67511,87820,91992,67148,159011,112089,26988,38800,20660,98343,126925,55992,45304,92660,37464,14578,29214,24410,83109,28242,14988,0,8718,31242,0,74191,19980,49851,40253,47449,60550,42386,38906,102609,245542,161449,56648,32578,36773,33128,25066,23660,14613,48140,61781,42644,34382,57984,125085,397570,164976,63433,36105,22089,45046,131496,28066,31417,11355,28253,8460,10289,23449,12773,7019,1535,28910,47589,18339,20074,13265,8636,20285
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5367,100605,162632,61078,71320,251777,198257,66996,119203,172300,140964,56554,61488,147433,151207,207046,226312,266261,267292,327046,234597,182355,0,0,0,0,4992,174820,163957,0,0,0,0,9128,253945,123480,283511,200765,125027,43488,71367,175394,293214,207187,262078,206871,248929,187898,134789,19031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11636,0,0,0,4992,195105,280042,248226,209683,212941,338273,218578,236859,268769,253464,117304,0,1734,95753,160429,368835,233859,130148,116156,116882,159445,140214,114375,120855,61500,0,0,0,0,33808,88863,109406,195703,138597,163242,170507,52886,58054,41308,37628,79933,149378,79464,149015,180351,144328,249726,279339,166371,155156,281496,105949,65613,38742,58640,22593,91593,70300,86871,72175,104015,62554,84234,6714,32742,64265,93562,201058,73406,115921,32859,27093,23261,10382,0,14027,25371,40851,47472,20648,28078,23062,14707,21703,73429,26039,24972,43312,62320,20050,110296,85300,62964,214875,128449,30738,9011,17964,1242,14027,47355,29566,66515,47800,17648,15480,18562,10101,5578,0,0,17308,1535,15785,0,0,41308,24117,0,0,2882,45351,63164,8847,0,12960,81105,26226,26320,68027,25453,97980,182660,12785,83003,95917,124464,442535,289769,133042,181324,108902,109371,58769,58347,75398,37277,75703,58406,67921,41109,15761,2589,15832,41671,11425,13828,25722,22687,23367,25640,22089,58582,22089,82160,24023,32578,53332,44566,19582,13054,13160,101718,301734,165562,56929,35718,76570,27152,22289,14718,32085,76792,14402,39972,49500,35835,29964,153328,100570,46605,31582,7582,35074,62062,79546,46300,35835,58054,20660,11144,1242,21890,9304,49101,15632,21140,46125,61160,50285,2882,7968
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4804,77015,164648,47074,55710,167097,243035,172453,207738,170671,141128,148921,137929,161320,214734,185296,189585,207234,301769,232195,133687,14519,0,0,0,0,4406,3257,0,0,0,0,0,0,10464,95308,268687,33117,111187,128718,165914,232945,307253,174128,312949,231363,174152,169265,155390,4417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12187,0,191589,284636,294281,290964,211933,272308,212472,261902,235570,295734,114597,138492,113015,165199,128250,205675,194437,147375,104332,85125,120761,160687,143589,144773,82441,122003,23929,65730,138445,95226,125261,112148,113109,83589,125718,47472,20648,58125,26625,94546,43125,58500,54070,82347,96843,162035,250042,254917,168000,237984,128414,93152,95214,55675,66246,77378,28429,58933,36832,70242,53800,111082,151078,75679,70125,136230,81667,152320,29871,42386,0,7195,77402,10289,1828,0,33621,38941,58664,55195,46628,49640,26343,5671,3644,29578,50261,77261,149519,261878,339527,200343,176472,65812,23074,11601,4898,6152,9421,41390,74953,60175,95929,186890,24574,18058,12023,10851,25851,49804,7019,0,0,0,7101,94371,1054,0,0,0,16148,12960,38320,5578,27761,33808,38250,5378,21597,125941,17496,23601,23039,71191,15468,33808,51773,237386,223300,199406,314238,361933,205335,79828,18726,28804,50531,63339,105363,92812,67253,7101,42480,35554,13535,0,3363,73640,3070,3738,0,0,1921,46371,34875,59660,34277,67066,138082,52839,68800,31312,74683,90937,7675,65789,29496,23332,7488,18140,15269,22289,39785,46710,23531,19957,46207,27000,40664,129773,48773,79441,33046,21128,37253,16242,18257,10371,36492,12574,16511,10171,20554,78820,33984,52253,48316,19968,10371,9117,0,2777
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40101,73136,210808,257636,274722,188355,164777,238218,158519,153234,163441,290683,201796,144914,204292,172910,199640,271488,267105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395847,378750,288609,330527,285445,307382,514195,520324,335355,204644,147292,151382,208347,212332,41871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6925,21984,1628,0,22476,256007,158378,225855,232335,333011,267539,313617,235207,292992,331253,409453,249914,223371,263296,206671,121031,155507,220792,153843,143636,123011,142781,139488,97675,170496,73078,48960,100546,48527,106300,118746,74226,99257,17402,79593,76078,54410,38355,14332,30070,34511,37289,61875,61300,80578,146648,95261,156398,180867,168738,159703,77425,43289,112617,70148,39082,76757,205218,84152,76535,66773,92414,97628,50003,82804,85265,176343,84691,256160,117550,14695,17402,36585,48187,12187,4605,10757,39292,40265,59156,163476,12093,17027,7488,0,0,4898,37957,15855,63996,321292,504257,194835,77273,29531,21445,21703,59976,85792,30820,1734,19980,10863,69222,384164,104519,24210,73710,32777,0,11449,7863,0,0,24421,1535,1535,1828,1828,0,8472,0,27164,11824,115675,8542,37570,18421,11824,9796,12679,7394,63925,13734,18328,7605,8753,14765,109570,75574,45421,143074,122894,103675,64277,26777,33632,50238,148875,78105,27281,71085,23425,45187,6246,21421,26800,4804,16816,2589,0,0,0,1734,6246,3363,39585,23941,71964,16535,8917,53167,25828,14484,100511,8542,8636,35437,52722,53566,35742,132527,14308,17871,8917,6140,7394,33621,14882,20929,25839,44378,13898,46886,40136,31968,56847,40136,23906,31429,64488,4898,9996,47226,144164,45621,30644,35953,4910,22476,9503,8636,1828
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13441,19945,164753,144480,157488,188320,197988,177667,147972,129843,201785,139324,165597,155343,103511,153738,140015,186257,239648,338566,3175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289312,470085,419179,395917,332566,418933,563074,541195,461906,294539,184218,159539,231070,264667,150117,63527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3832,31007,82148,134238,153527,160300,97640,4019,78562,221226,177550,236789,251695,277957,413953,455683,465738,388382,221988,238792,170718,212214,263332,168140,116578,112207,123316,149894,124605,156339,152250,171562,133628,112851,134566,189257,82687,49664,64441,63527,170601,66691,68273,95894,39292,34781,40757,45667,102621,56015,46113,115453,219175,73593,27457,65531,17296,121957,203296,105527,113144,74648,75820,108738,87000,59976,142113,45644,49593,29402,49113,78890,65343,43218,64476,115945,159773,117363,68882,74625,91277,78550,337617,134601,43593,50132,50121,52980,38929,26906,28453,31230,36796,57152,0,17496,8367,14214,97488,109183,132972,116906,162058,80121,79839,42187,17273,19300,16816,0,0,8355,25042,52792,24398,16242,8261,22664,19500,10652,116027,45433,3656,5191,0,12515,0,0,25406,14730,5765,5285,26707,8742,26917,45082,3550,3363,28453,15855,2976,11625,18515,21023,50132,17191,8261,175253,98941,27480,45656,178066,45316,63867,36691,20753,8648,40722,108492,36503,162421,56214,21996,23542,19605,78691,24597,4699,6140,6621,0,2214,4710,0,1734,28277,45539,23625,25640,4980,4511,0,6445,52371,22933,21316,48773,5765,6914,91031,25933,25535,38894,34957,93808,58429,43722,29390,14882,1535,54457,5074,33867,19710,40429,98156,16230,50601,21703,54152,18128,32156,55394,9878,55652,22359,21128,39972,67183,93832,78398,9222
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71320,195562,130570,158109,137074,184242,181230,200449,164027,108984,116214,91898,120855,71003,214511,167390,170390,169851,294363,327996,191121,0,0,0,0,0,0,0,0,0,0,0,0,0,21984,449824,466582,532335,594562,592535,259277,366527,479531,464625,484898,294199,319851,164554,208898,268113,43007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148,41367,22546,18339,58664,27738,290191,374988,338015,307687,361007,145664,210937,366140,167906,226792,279855,319500,378328,580910,636058,388218,249046,256523,204949,206695,235054,216058,153492,104894,151816,154218,164507,168128,130089,205957,167847,135046,149695,184265,74519,145101,142007,219351,144550,81140,54539,40429,77566,55476,69386,32859,38707,48082,67453,85605,116812,134742,98414,87773,128707,148710,250617,185296,111820,123023,154675,141726,72925,125390,34394,31335,36644,80648,62929,41589,30328,80941,112699,139640,79875,39480,103605,113261,59671,44273,87410,103628,125882,73289,95121,81152,30082,42457,47648,22781,64042,41332,26917,6714,63257,61640,33609,15761,51210,21878,66925,130031,61113,5859,21597,20261,31324,37980,5085,10664,9597,90070,21433,6140,8449,3843,9796,45937,8250,58675,11625,19007,18058,2308,2203,0,0,0,92003,24128,6726,153128,37687,40980,3457,14402,10476,1921,1242,13253,7183,21035,5578,14191,75914,72222,15937,58417,34324,109042,21609,16417,26976,18316,19792,17882,72925,27667,32296,109230,32484,20167,11132,8824,16242,9035,42105,71589,1242,0,6621,21457,0,0,1628,22851,106417,43722,1535,12773,18128,55605,39597,105796,44765,1347,26707,3269,34253,25066,27937,16218,70921,22582,27691,71683,47402,27761,33796,46558,21796,40335,88734,371378,387914,157652,86191,109359,119519,84703,28886,11718,16242,10851,45351,80343,85617,15363,48726,16066
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38449,120808,124195,135550,73464,215273,261539,232054,152132,145593,159843,208417,162550,159585,141843,159363,192503,235886,437578,541230,136886,0,0,0,0,0,0,43125,124089,43804,0,8847,2402,66222,198750,534222,531503,495140,520582,579351,286933,236003,494988,516410,351878,224519,214089,113625,173800,126820,170015,20355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17367,92144,48550,133218,204468,173367,184488,264457,314132,130183,328863,339468,341660,298582,325253,233167,307406,257226,217921,243714,203402,249492,291785,380132,443390,425273,318257,299542,195644,178968,188167,233097,180667,181921,161121,213632,182226,46453,109851,159914,130265,155050,133277,153738,126562,242285,199406,160792,213878,118125,55640,25289,22476,74859,41882,19781,26531,89484,124722,28148,126257,102246,80109,141304,287929,235769,283394,213691,197941,68015,167214,120398,118898,64652,114304,27082,12000,25839,52406,117761,136535,133207,116660,129503,79218,112007,189527,139511,62800,139335,45937,77824,67804,114996,106746,11800,18316,14226,39785,40535,16031,22371,24878,44003,46617,23531,11425,38062,56437,49207,8156,13734,7980,76289,53085,35835,27410,25921,3843,6339,13347,7007,25347,18445,13453,41824,0,27773,4417,0,75820,55675,26613,52042,1242,7886,48632,0,37289,61593,99609,173484,103171,40113,27574,27082,18339,1828,6925,63902,19089,17765,8929,71109,34101,17085,17273,14519,11906,38882,79160,6058,34441,20156,38730,33199,20625,29191,23625,42035,67792,22171,30093,27000,15750,14976,12468,125917,58359,15187,11824,24621,35765,3937,8167,44812,15281,1734,33714,28875,28816,108503,60234,119015,33339,32566,17648,7582,39363,48996,49851,18609,10757,33222,32531,23988,73675,27246,34253,25710,39105,77027,66738,54363,114937,258996,78949,111539,260695,209941,56250,26437,22183,60574,182613,13148,10371,19218,5367,12984
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11507,123679,175300,82945,191355,314484,261750,178183,147527,141750,129000,137320,219410,158917,121101,200613,336562,335484,396960,144410,0,0,0,0,0,0,147750,158191,214546,96574,192632,190007,258035,309609,460417,366667,437636,386753,342667,278390,274792,388886,452718,358886,205171,230847,323953,145617,141820,141269,119472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31113,29753,0,201585,424675,386507,371742,356929,449742,355113,332003,194718,335214,350332,353238,362484,381105,273972,362015,302320,255585,233343,276726,231937,271031,253464,221261,421828,265945,247453,182941,221097,214453,170906,189386,190101,146835,140507,139078,127746,121394,77496,107566,124007,187734,130617,119824,208992,126679,221707,113601,79957,59332,68132,14132,53390,122039,65238,42726,108972,119414,100148,137648,209285,247265,201832,250031,272121,213726,181113,205523,142535,86625,87691,139324,90304,94664,36902,35636,104683,144937,87550,89871,143660,142207,85628,38203,136640,89437,153574,21914,36972,44671,65613,75093,128332,49921,30808,21914,33257,20085,25945,26144,41132,65718,66949,60000,14894,18339,23542,54375,10769,16898,20953,14800,97605,62085,67042,72796,89976,28523,17859,18058,5578,38308,14214,8062,0,15667,9703,7886,7195,29378,17003,7289,4125,1441,960,3082,15363,44953,74589,222164,411234,123996,15187,6140,7207,11730,27269,12960,21796,6246,110449,94207,26003,1535,12890,7511,13757,68472,72515,31312,19207,13523,26308,134273,22945,67558,42199,146156,59179,97757,49031,31675,6820,7781,68929,43042,10546,16605,56320,28335,17753,18820,39269,10769,1441,23261,26226,75761,2109,34816,109171,305707,344296,193476,60843,122613,44449,91792,60679,21398,31617,49535,40031,36105,39878,40230,85722,91394,145687,138515,90433,81234,82605,39914,26378,32742,186375,533062,200015,143894,59460,55300,24878,15187,15281,17285,3070,5191
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2695,67089,40828,74296,120855,181980,137601,97382,161777,132621,161929,104542,123503,232265,212730,272308,261738,114878,116847,173707,0,0,0,0,0,0,0,76347,207550,82957,73816,109664,192339,276375,421277,313347,357257,439031,422683,238535,252984,363503,494238,353789,214019,156878,209613,184933,172792,224578,104144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37054,208207,0,38917,339515,351292,334359,359625,357457,331945,317917,357539,288363,414375,377765,331417,324773,453679,316675,402714,490839,407683,295746,291562,231937,238734,202054,171867,232031,229898,124359,246878,196453,169007,167156,243421,162867,140589,179261,82851,95109,108914,104074,206378,119343,126691,162902,167050,113437,144117,173542,73675,143296,76933,22371,9222,31125,56660,134636,209250,129175,159773,96843,155355,239003,399960,215460,234046,360386,234867,195738,200660,213117,45339,166992,100218,209906,108703,115101,92296,129046,124921,276820,156890,217605,144750,123093,149179,158261,241054,377835,31593,49277,21972,81656,103640,137226,23613,52289,46582,111398,49101,14039,155753,162750,32332,30375,62425,14027,61546,53941,123902,60621,16992,29976,56941,14976,32882,31968,232769,61007,70359,31910,99328,29871,25839,17789,46031,0,1734,9128,2015,2015,26894,11226,29542,7781,56085,4218,6339,27351,29167,61640,127933,45738,30796,39667,128437,48527,78468,6351,6726,35683,120855,60046,9679,6433,5179,7781,13640,5273,25066,140671,145617,14578,22300,19687,46394,53613,13828,33140,83074,46664,74484,43593,32179,8167,13371,51117,47261,0,8660,12105,13839,5097,10863,10664,10570,4699,12398,31394,51421,22277,44789,55054,168761,337640,115570,62917,109687,160335,157347,83753,143589,190804,115746,109863,97722,118617,121335,38320,62730,241347,199125,69257,52359,35320,70582,78738,36035,391101,265148,107109,63304,37769,27468,43699,58054,18726,35554,15574,0
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22078,227355,132820,157535,77039,73781,130265,173226,167531,151945,156386,172136,209964,265921,219972,31417,174363,177914,0,0,0,0,0,0,60808,122929,130394,109160,26894,162890,222351,210105,343464,315996,308062,349523,443144,345152,305062,456796,511722,465023,188953,199792,208851,134964,261281,114808,0,123398,95988,95332,125566,77062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96539,143214,99457,2402,292183,362777,333808,309222,251531,334429,216972,289664,269707,337359,242238,268488,310007,305695,293765,301359,428285,340570,369761,258539,233390,251542,264011,236296,244828,284414,193828,227542,213585,129679,225128,221718,131003,152707,156058,160171,173742,159832,206390,138914,91746,186515,151605,94511,139921,109605,219960,107519,45914,81187,82804,16242,56496,49382,115054,54164,167296,143636,151523,118406,118523,240585,129597,132855,264972,227121,216105,154628,54140,113472,163195,142523,144984,144750,256628,241792,185296,137542,156445,180304,165878,142066,215589,186023,192468,140929,107894,52828,63246,50062,43125,107636,27832,17191,27597,17871,17191,16347,26988,41285,16417,26730,24703,24585,20273,19031,40910,153585,72375,56718,3656,17285,12281,45257,16218,23238,24667,12656,57949,101566,91394,36679,18433,26835,51832,6046,4230,35847,8449,54867,5742,53542,23238,11531,11332,8730,123902,81082,72234,45902,26308,78128,30515,22652,6832,11718,43417,84632,97664,435257,53203,32367,27550,55183,33046,6738,10652,20953,23636,53425,41589,21140,24187,84164,117574,30152,36597,98542,33023,12375,144527,144316,44085,2882,26132,67218,11226,17777,38742,4324,8847,9128,30000,24304,31910,71449,14625,0,4031,21785,16136,62519,80121,72574,77718,32003,36023,61113,46078,81855,37945,31511,25054,47636,30621,36703,36914,36890,47917,87761,64464,67066,75761,58980,103910,233097,75492,84421,71085,71847,30550,27750,46511,19230,23929,35765,15070,10570
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1535,119730,147984,203109,258890,118183,168878,156351,147890,107917,109710,154277,133640,159304,349195,215589,144351,241640,33996,0,0,0,0,0,31851,112851,20367,67242,18152,83531,138304,118863,231128,330890,334371,338472,348832,368355,322628,417656,443554,417046,257906,152765,205746,154230,180550,288292,193722,137273,178804,178148,186210,179683,211476,125460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152003,418453,323531,38460,95859,277535,315386,334781,269003,293425,219410,328078,344636,290320,239953,290097,307687,367453,351468,226171,311953,274898,325207,265488,277968,217546,229113,188917,84117,149425,185121,205746,243773,186550,168046,234281,169851,79898,158449,103441,156984,109441,242507,231187,261761,213550,274664,164027,135949,124792,80941,99199,152273,113789,92554,102175,64066,47554,99726,123410,136113,197566,134414,179121,209953,290882,346289,230343,202992,299097,111199,211593,124066,180621,157933,122121,163429,110179,254917,193851,297246,152027,156152,116226,197894,220148,215507,199710,138738,92132,105222,92132,105363,55664,4230,14683,13535,14882,12691,37007,38050,24468,69187,9421,3363,8074,41167,8261,8636,5859,61230,171937,232253,82042,68144,14894,10664,15468,8074,2402,27398,49207,9902,50824,101765,58382,32167,21738,18070,1628,21140,13839,14988,8273,44660,131460,30000,98015,25839,26003,70019,51457,13546,34265,6421,45808,78855,13253,14214,24410,17589,10675,69750,48984,76207,28535,13253,21023,4605,50472,39597,31804,18527,9984,93421,59003,54902,52839,27175,58300,36035,140144,104027,40042,90328,89156,86425,56683,69351,113636,152777,31394,19699,9796,10863,12117,21351,4417,8355,9421,5964,3562,3363,14683,18714,70218,31640,97113,47730,60679,20835,43300,63281,15726,58171,87304,69843,46382,41671,10945,24410,52171,12878,43523,67839,14132,27246,54281,36187,100523,46664,37886,41578,35050,36691,18152,5753,113906,17660,12105,30972,13160
